Hospital Address,Hospital City,Hospital State,Won/Lost/Exisiting,Hospital Type,Total Births,Exclusive BF%,Exclusive FF%,Exclusive Supplement,Net Preterm
"SAN ANTONIO MILITARY MEDICAL CTR, 3551 ROGER BROOKE DR, SAN ANTONIO, TX, 78234",SAN ANTONIO,TX,Existing,Choice,2525,60.0%,20.0%,20.0%,274
"SAN FRANCISCO GEN HOSP, 1001 POTRERO AVE, SAN FRANCISCO, CA, 94110",SAN FRANCISCO,CA,Existing,Choice,1101,70.0%,10.0%,20.0%,90
"SAN GABRIEL VALLEY MEDICAL CTR, 438 WEST LAS TUNAS DRIVE, SAN GABRIEL, CA, 91776",SAN GABRIEL,CA,Existing,Choice,2162,50.0%,8.0%,42.0%,149
"SAN GORGONIO MEMORIAL HOSPITAL, 600 NORTH HIGHLAND SPRINGS AVENUE, BANNING, CA, 92220",BANNING,CA,Existing,Choice,290,30.0%,30.0%,40.0%,0
"SAN JUAN HOSPITAL, 300 W 100 N, MONTICELLO, UT, 84535",MONTICELLO,UT,Existing,Choice,53,80.0%,10.0%,10.0%,2
"SANFORD CHAMBERLAIN MEDICAL CTR, 300 SOUTH BYRON BLVD, CHAMBERLAIN, SD, 57325",CHAMBERLAIN,SD,Existing,Choice,126,30.0%,70.0%,0.0%,0
"SANTA PAULA MEM HOSP, 825 N TENTH STREET, SANTA PAULA, CA, 93060",SANTA PAULA,CA,Existing,Choice,222,86.0%,3.0%,11.0%,1
"SANTA ROSA MEDICAL CENTER, 6002 BERRYHILL ROAD, MILTON, FL, 32570",MILTON,FL,Existing,Choice,446,45.0%,29.0%,26.0%,2
"SCOTLAND CO MEM HOSP, 450 E SIGLER AVE, MEMPHIS, MO, 63555",MEMPHIS,MO,Existing,Choice,80,60.0%,20.0%,20.0%,0
"SCOTT COUNTY HOSPITAL, 201 ALBERT AVENUE, SCOTT CITY, KS, 67871",SCOTT CITY,KS,Existing,Choice,59,90.0%,5.0%,5.0%,3
"SCRIPPS MEM HOSP ENCINIT, 354 SANTA FE DR, ENCINITAS, CA, 92024",ENCINITAS,CA,Existing,Choice,1775,91.0%,3.0%,6.0%,167
"SCRIPPS MEMORIAL HOSP, 435 H ST, CHULA VISTA, CA, 91910",CHULA VISTA,CA,Existing,Choice,1559,74.0%,5.0%,21.0%,170
"SCRIPPS MEMORIAL HOSP, 9888 GENESEE AVE, LA JOLLA, CA, 92037",LA JOLLA,CA,Existing,Choice,3175,90.0%,2.0%,8.0%,370
"SCRIPPS MERCY HOSPITAL, 4077 FIFTH AVE, SAN DIEGO, CA, 92103",SAN DIEGO,CA,Existing,Choice,2371,86.0%,3.0%,11.0%,521
"SETON MEDICAL CENTER, 1900 SULLIVAN AVENUE, DALY CITY, CA, 94015",DALY CITY,CA,Existing,Choice,0,,,,0
"SHARON HOSPITAL, 50 HOSPITAL HILL ROAD, SHARON, CT, 06069",SHARON,CT,Existing,Choice,216,60.0%,20.0%,20.0%,0
"SHRINERS HOSPITALS FOR CHILDREN, 3101 S W SAM JACKSON PARK ROAD, PORTLAND, OR, 97239",PORTLAND,OR,Existing,Choice,7,40.0%,50.0%,10.0%,0
"SHRINERS HOSPITALS FOR CHILDREN, 3551 NORTH BROAD STREET, PHILADELPHIA, PA, 19140",PHILADELPHIA,PA,Existing,Choice,3,10.0%,90.0%,0.0%,0
"SHRINERS HOSPITALS FOR CHILDREN, 51 BLOSSOM STREET, BOSTON, MA, 02114",BOSTON,MA,Existing,Choice,2,65.0%,25.0%,10.0%,1
"SIDNEY HEALTH CENTER, 216 14TH AVE SW, SIDNEY, MT, 59270",SIDNEY,MT,Existing,Choice,236,70.0%,20.0%,10.0%,10
"SIDNEY REGIONAL MEDICAL CENTER, 1000 POLE CREEK CROSSING, SIDNEY, NE, 69162",SIDNEY,NE,Existing,Choice,91,50.0%,10.0%,40.0%,0
"SIERRA VISTA HOSPITAL, 800 E NINTH ST, TRUTH OR CONSEQUENCES, NM, 87901",TRUTH OR CONSEQUENCES,NM,Existing,Choice,0,0.0%,0.0%,100.0%,0
"SKY LAKES MEDICAL CTR, 2865 DAGGETT ST, KLAMATH FALLS, OR, 97601",KLAMATH FALLS,OR,Existing,Choice,750,75.0%,10.0%,15.0%,0
"SMHC BIDDEFORD MEDICAL CENTER, ONE MEDICAL CENTER DRIVE, BIDDEFORD, ME, 04005",BIDDEFORD,ME,Existing,Choice,619,80.0%,20.0%,0.0%,15
"SMITH COUNTY MEMORIAL HOSPITAL, 921 EAST HIGHWAY 36, SMITH CENTER, KS, 66967",SMITH CENTER,KS,Existing,Choice,54,50.0%,25.0%,25.0%,4
"SOUTH CENTRAL KANSAS MEDICAL CTR, 6401 PATTERSON PARKWAY, ARKANSAS CITY, KS, 67005",ARKANSAS CITY,KS,Existing,Choice,6,0.0%,0.0%,100.0%,6
"SOUTH COUNTY HOSPITAL, 100 KENYON AVENUE, WAKEFIELD, RI, 02879",WAKEFIELD,RI,Existing,Choice,703,80.0%,10.0%,10.0%,10
"SOUTH PENINSULA HOSPITAL, 4300 BARTLETT ST, HOMER, AK, 99603",HOMER,AK,Existing,Choice,146,80.0%,5.0%,15.0%,10
"SOUTHEAST IOWA REGIONAL MED CTR, 1221 SOUTH GEAR AVENUE, WEST BURLINGTON, IA, 52655",WEST BURLINGTON,IA,Existing,Choice,1060,40.0%,,,50
"SOUTHEAST IOWA REGIONAL MED CTR, 5445 AVENUE O, FORT MADISON, IA, 52627",FORT MADISON,IA,Existing,Choice,307,50.0%,40.0%,10.0%,15
"SOUTHEASTERN REGIONAL MEDICAL CTR, 300 WEST 27TH STREET, LUMBERTON, NC, 28358",LUMBERTON,NC,Existing,Choice,1470,25.0%,75.0%,0.0%,45
"SOUTHERN NEW HAMPSHIRE MED CENTER, 8 PROSPECT STREET, NASHUA, NH, 03060",NASHUA,NH,Existing,Choice,1720,70.0%,10.0%,20.0%,150
"SOUTHERN OCEAN MEDICAL CENTER, 1140 ROUTE 72 WEST, MANAHAWKIN, NJ, 08050",MANAHAWKIN,NJ,Existing,Choice,323,30.0%,41.0%,29.0%,0
"SOUTHWEST GENERAL HEALTH CENTER, 18697 EAST BAGLEY ROAD, MIDDLEBURG HEIGHTS, OH, 44130",MIDDLEBURG HEIGHTS,OH,Existing,Choice,1108,43.0%,14.0%,43.0%,10
"SOUTHWEST MED CENTER, 315 WEST 15TH ST, LIBERAL, KS, 67901",LIBERAL,KS,Existing,Choice,705,50.0%,30.0%,20.0%,6
"SOUTHWESTERN VERMONT MEDICAL CTR, 100 HOSPITAL DRIVE, BENNINGTON, VT, 05201",BENNINGTON,VT,Existing,Choice,430,90.0%,10.0%,0.0%,-5
"SPANISH PEAKS REGIONAL HEALTH CTR, 23500 U S HIGHWAY 160, WALSENBURG, CO, 81089",WALSENBURG,CO,Existing,Choice,0,0.0%,,,0
"SPEARE MEMORIAL HOSPITAL, 16 HOSPITAL ROAD, PLYMOUTH, NH, 03264",PLYMOUTH,NH,Existing,Choice,170,70.0%,20.0%,10.0%,5
"SPENCER MUNI HOSPITAL, 1200 1ST AVE EAST, SPENCER, IA, 51301",SPENCER,IA,Existing,Choice,275,60.0%,40.0%,0.0%,5
"SPOTSYLVANIA REGIONAL MED CENTER, 4600 SPOTSYLVANIA PARKWAY, FREDERICKSBURG, VA, 22408",FREDERICKSBURG,VA,Existing,Choice,900,45.0%,25.0%,30.0%,100
"SPRING VALLEY HOSPITAL MEDICAL CTR, 5400 SOUTH RAINBOW BLVD, LAS VEGAS, NV, 89118",LAS VEGAS,NV,Existing,Choice,1555,50.0%,10.0%,40.0%,180
"SPRINGFIELD HOSPITAL, 25 RIDGEWOOD ROAD, SPRINGFIELD, VT, 05156",SPRINGFIELD,VT,Existing,Choice,0,90.0%,10.0%,0.0%,0
"ST ANTHONY COMMUNITY HOSPITAL, 15 MAPLE AVENUE, WARWICK, NY, 10990",WARWICK,NY,Lost,Choice,388,45.0%,20.0%,35.0%,0
"ST CATHERINE HOSPITAL, 4321 FIR STREET, EAST CHICAGO, IN, 46312",EAST CHICAGO,IN,Existing,Choice,500,40.0%,60.0%,0.0%,0
"ST CATHERINES FROEDTERT SOUTH, 9555 76TH STREET, PLEASANT PRAIRIE, WI, 53158",PLEASANT PRAIRIE,WI,Existing,Choice,579,57.0%,20.0%,23.0%,34
"ST CLAIRE REGIONAL MEDICAL CENTER, 222 MEDICAL CIRCLE, MOREHEAD, KY, 40351",MOREHEAD,KY,Existing,Choice,323,30.0%,60.0%,10.0%,8
"ST ELIZABETH COMM HOSP, 2550 SR MARY COLUMBIA DR, RED BLUFF, CA, 96080",RED BLUFF,CA,Lost,Choice,586,72.0%,10.0%,18.0%,10
"ST ELIZABETH HOSPITAL, 1455 BATTERSBY AVE, ENUMCLAW, WA, 98022",ENUMCLAW,WA,Existing,Choice,464,90.0%,5.0%,5.0%,30
"ST FRANCIS HOSPITAL, 34515 9TH AVENUE SOUTH, FEDERAL WAY, WA, 98003",FEDERAL WAY,WA,Existing,Choice,1285,90.0%,4.0%,6.0%,34
"ST FRANCIS MEM HOSP, 430 N MONITOR ST, WEST POINT, NE, 68788",WEST POINT,NE,Existing,Choice,75,68.0%,25.0%,7.0%,0
"ST JAMES COMM HOSP, 400 S CLARK STREET, BUTTE, MT, 59701",BUTTE,MT,Existing,Choice,405,70.0%,,,18
"ST JOHNS HOSPITAL, 3500 S 4TH ST, LEAVENWORTH, KS, 66048",LEAVENWORTH,KS,Existing,Choice,0,0.0%,,,0
"ST JOSEPH HOSP, 1000 CARONDELET DR, KANSAS CITY, MO, 64114",KANSAS CITY,MO,Existing,Choice,0,0.0%,0.0%,100.0%,0
"ST JOSEPH HOSPITAL, 172 KINSLEY STREET, NASHUA, NH, 03060",NASHUA,NH,Existing,Choice,672,85.0%,5.0%,10.0%,35
"ST LUKES HOSPITAL, 107 6TH AVE SW, RONAN, MT, 59864",RONAN,MT,Existing,Choice,110,50.0%,25.0%,25.0%,10
"ST LUKES HOSPITAL, 5901 MONCLOVA ROAD, MAUMEE, OH, 43537",MAUMEE,OH,Existing,Choice,0,84.0%,7.0%,9.0%,0
"ST MARY MEDICAL CENTER, 1500 SOUTH LAKE PARK AVENUE, HOBART, IN, 46342",HOBART,IN,Existing,Choice,595,80.0%,20.0%,0.0%,45
"ST MARYS HOSPITAL FOR CHILDREN, 29-01 216TH STREET, BAYSIDE, NY, 11360",BAYSIDE,NY,Existing,Choice,0,0.0%,100.0%,0.0%,0
"ST MARYS HOSPITAL, 25500 POINT LOOKOUT ROAD, LEONARDTOWN, MD, 20650",LEONARDTOWN,MD,Existing,Choice,1075,65.0%,10.0%,25.0%,10
"ST PETERS HOSPITAL, 2475 BROADWAY, HELENA, MT, 59601",HELENA,MT,Existing,Choice,748,70.0%,,,35
"STANTON CO HOSPITAL, 404 N CHESTNUT, JOHNSON, KS, 67855",JOHNSON,KS,Existing,Choice,22,90.0%,5.0%,5.0%,2
"STAR VALLEY HOSPITAL, 901 ADAMS ST, AFTON, WY, 83110",AFTON,WY,Existing,Choice,103,50.0%,,,6
"STARR REGIONAL MEDICAL CENTER, 1114 WEST MADISON AVENUE, ATHENS, TN, 37303",ATHENS,TN,Existing,Choice,303,50.0%,20.0%,30.0%,3
"STAT SPECIALTY HOSPITAL, 2600 VETERANS BOULEVARD, DEL RIO, TX, 78840",DEL RIO,TX,Existing,Choice,0,,,,0
"STEELE MEMORIAL MEDICAL CENTER, 203 SOUTH DAISY STREET, SALMON, ID, 83467",SALMON,ID,Existing,Choice,195,57.0%,,,0
"STEPHENS COUNTY HOSPITAL, 163 HOSPITAL DRIVE, TOCCOA, GA, 30577",TOCCOA,GA,Existing,Choice,374,45.0%,50.0%,5.0%,30
"STURGIS HOSPITAL, 916 MYRTLE AVENUE, STURGIS, MI, 49091",STURGIS,MI,Existing,Choice,0,0.0%,0.0%,100.0%,0
"SUMMERLIN HOSPITAL MEDICAL CENTER, 657 TOWN CENTER DRIVE, LAS VEGAS, NV, 89144",LAS VEGAS,NV,Existing,Choice,6630,40.0%,8.0%,52.0%,535
"SUMMIT HEALTHCARE REG MEDICAL CTR, 2200 SHOW LOW LAKE ROAD, SHOW LOW, AZ, 85901",SHOW LOW,AZ,Existing,Choice,924,70.0%,20.0%,10.0%,26
"SUTTER AMADOR HOSPITAL, 200 MISSION BLVD, JACKSON, CA, 95642",JACKSON,CA,Existing,Choice,341,65.0%,15.0%,20.0%,0
"SUTTER COAST HOSPITAL, 800 E WASHINGTON BLVD, CRESCENT CITY, CA, 95531",CRESCENT CITY,CA,Existing,Choice,291,75.0%,10.0%,15.0%,10
"SWEETWATER HOSPITAL ASSOCIATION, 304 WRIGHT STREET, SWEETWATER, TN, 37874",SWEETWATER,TN,Existing,Choice,220,25.0%,35.0%,40.0%,3
"SYCAMORE SHOALS HOSPITAL, 1501 WEST ELK AVENUE, ELIZABETHTON, TN, 37643",ELIZABETHTON,TN,Existing,Choice,0,,,,0
"TAHOE FOREST HOSPITAL, 10121 PINE AVE, TRUCKEE, CA, 96161",TRUCKEE,CA,Existing,Choice,495,90.0%,5.0%,5.0%,45
"TEMPE ST LUKES HOSPITAL, 1500 SOUTH MILL AVENUE, TEMPE, AZ, 85281",TEMPE,AZ,Existing,Choice,0,0.0%,,,0
"TEXAS SCOTTISH RITE HOSP, 2222 WELBORN, DALLAS, TX, 75219",DALLAS,TX,Existing,Choice,0,0.0%,,,0
"THAYER CO MEMORIAL HOSP, 120 PARK AVE, HEBRON, NE, 68370",HEBRON,NE,Existing,Choice,31,70.0%,15.0%,15.0%,2
"THE BIRTH PLACE, 213 SOUTH DILLARD ST STE 340, WINTER GARDEN, FL, 34787",WINTER GARDEN,FL,Existing,Choice,100,25.0%,65.0%,10.0%,0
"THREE RIVERS HOSPITAL, 507 HOSPITAL WAY, BREWSTER, WA, 98812",BREWSTER,WA,Existing,Choice,200,50.0%,15.0%,35.0%,10
"TILLAMOOK REGIONAL MEDICAL CTR, 1000 THIRD STREET, TILLAMOOK, OR, 97141",TILLAMOOK,OR,Existing,Choice,160,75.0%,10.0%,15.0%,0
"TRIPLER ARMY MEDICAL CENTER, 1 JARRETT WHITE ROAD, TRIPLER ARMY MEDICAL CENTER, HI, 96859",TRIPLER ARMY MEDICAL CENTER,HI,Existing,Choice,2387,75.0%,3.0%,22.0%,225
"TUBA CITY REGIONAL HEALTH CARE, PO BOX 600, TUBA CITY, AZ, 86045",TUBA CITY,AZ,Existing,Choice,420,50.0%,30.0%,20.0%,0
"TWIN COUNTY REGIONAL HEALTHCARE, 200 HOSPITAL DRIVE, GALAX, VA, 24333",GALAX,VA,Existing,Choice,250,30.0%,50.0%,20.0%,0
"U S NAVAL HOSPITAL, 937 FRANKLIN BLVD, LEMOORE, CA, 93246",LEMOORE,CA,Existing,Choice,0,60.0%,,,0
"U S PHS INDIAN HOSPITAL, 101 S MOORE AVE, CLAREMORE, OK, 74017",CLAREMORE,OK,Existing,Choice,215,60.0%,10.0%,30.0%,5
"UCHEALTH YAMPA VALLEY MED CENTER, 1024 CENTRAL PARK DRIVE, STEAMBOAT SPRINGS, CO, 80487",STEAMBOAT SPRINGS,CO,Existing,Choice,337,65.0%,5.0%,30.0%,37
"UM CHARLES REGIONAL MEDICAL CENTER, 5 GARRETT AVENUE, LA PLATA, MD, 20646",LA PLATA,MD,Existing,Choice,522,47.0%,10.0%,43.0%,0
"UNION COUNTY GENERAL HOSPITAL, 300 WILSON STREET, CLAYTON, NM, 88415",CLAYTON,NM,Existing,Choice,51,50.0%,40.0%,10.0%,0
"UNITED HOSP, 515 S MOORE ST, BLUE EARTH, MN, 56013",BLUE EARTH,MN,Existing,Choice,81,70.0%,10.0%,20.0%,0
"UNITY HEALTH HARRIS MEDICAL CENTER, 1205 MCLAIN STREET, NEWPORT, AR, 72112",NEWPORT,AR,Existing,Choice,168,18.0%,80.0%,2.0%,10
"UNITY HEALTH, 3214 E RACE ST, SEARCY, AR, 72143",SEARCY,AR,Existing,Choice,872,56.0%,44.0%,0.0%,61
"UNITYPOINT HLTH TRINITY ROCK ISLAND, 2701 17TH STREET, ROCK ISLAND, IL, 61201",ROCK ISLAND,IL,Existing,Choice,0,0.0%,0.0%,100.0%,0
"UNIVERSITY MEDICAL CTR, 2390 W CONGRESS, LAFAYETTE, LA, 70506",LAFAYETTE,LA,Existing,Choice,0,1.0%,,,0
"UP HEALTH SYSTEM MARQUETTE, 850 WEST BARAGA AVENUE, MARQUETTE, MI, 49855",MARQUETTE,MI,Existing,Choice,592,90.0%,10.0%,0.0%,112
"UPPER CONNECTICUT VALLEY HOSPITAL, 181 CORLISS LANE, COLEBROOK, NH, 03576",COLEBROOK,NH,Existing,Choice,25,50.0%,35.0%,15.0%,0
"US ARMY NACHRICHTEN KASERNE, CMR 442   HEIDELBERG GERMANY, APO, AE, 09126",APO,AE,Existing,Choice,354,40.0%,,,0
"US NAVAL HOSP SIGONELLA ITALY, PSC 836 BOX 2670, FPO, AE, 09636",FPO,AE,Existing,Choice,175,30.0%,,,0
"US NAVAL HOSPITAL NAPLES ITALY, PSC 827 BOX 1019, APO, AE, 09617",APO,AE,Existing,Choice,120,60.0%,,,0
"US PUBLIC HEALTH SERVICE, CORNER OF N12 AND N7, FORT DEFIANCE, AZ, 86504",FORT DEFIANCE,AZ,Existing,Choice,131,50.0%,30.0%,20.0%,0
"UT HEALTH QUITMAN, 117 NORTH WINNSBORO STREET, QUITMAN, TX, 75783",QUITMAN,TX,Existing,Choice,0,0.0%,,,0
"VCU MEDICAL CENTER, 1250 EAST MARSHALL STREET, RICHMOND, VA, 23298",RICHMOND,VA,Existing,Choice,2822,70.0%,15.0%,15.0%,805
"VETS MEMORIAL HOSP, 40 1ST ST SE, WAUKON, IA, 52172",WAUKON,IA,Existing,Choice,134,70.0%,25.0%,5.0%,5
"VIRGINIA MASON BUCK PAVILION, 1100 NINTH AVENUE, SEATTLE, WA, 98101",SEATTLE,WA,Existing,Choice,400,95.0%,5.0%,0.0%,5
"WALLOWA MEM HOSP, 601 MEDICAL PARKWAY, ENTERPRISE, OR, 97828",ENTERPRISE,OR,Existing,Choice,40,20.0%,80.0%,0.0%,0
"WALTER REED NAT MILITARY MED CTR, 8901 ROCKVILLE PIKE, BETHESDA, MD, 20889",BETHESDA,MD,Existing,Choice,1200,60.0%,15.0%,25.0%,120
"WASHINGTON HOSPITAL CENTER, 110 IRVING STREET N W, WASHINGTON, DC, 20010",WASHINGTON,DC,Existing,Choice,3549,50.0%,30.0%,20.0%,341
"WATAUGA MEDICAL CENTER, 336 DEERFIELD ROAD, BOONE, NC, 28607",BOONE,NC,Existing,Choice,650,65.0%,25.0%,10.0%,18
"WAVERLY HEALTH CENTER, 312 9TH STREET SOUTHWEST, WAVERLY, IA, 50677",WAVERLY,IA,Existing,Choice,277,70.0%,25.0%,5.0%,12
"WAYNE MEMORIAL HOSPITAL, 601 PARK STREET, HONESDALE, PA, 18431",HONESDALE,PA,Existing,Choice,455,55.0%,30.0%,15.0%,0
"WEED ARMY COMMUNITY HOSPITAL, 390 NORTH LOOP ROAD, FORT IRWIN, CA, 92310",FORT IRWIN,CA,Existing,Choice,240,65.0%,20.0%,15.0%,0
"WEEKS MEDICAL CENTER, 173 MIDDLE STREET, LANCASTER, NH, 03584",LANCASTER,NH,Existing,Choice,0,0.0%,,,0
"WEISER MEMORIAL HOSPITAL, 645 EAST 5TH STREET, WEISER, ID, 83672",WEISER,ID,Existing,Choice,53,80.0%,10.0%,10.0%,5
"WEISS MEMORIAL HOSPITAL, 4646 NORTH MARINE DRIVE, CHICAGO, IL, 60640",CHICAGO,IL,Existing,Choice,0,0.0%,,,0
"WESTERLY HOSPITAL, 25 WELLS STREET, WESTERLY, RI, 02891",WESTERLY,RI,Existing,Choice,0,,,,0
"WHITE RIVER MEDICAL CTR, 1710 HARRISON ST, BATESVILLE, AR, 72501",BATESVILLE,AR,Existing,Choice,784,40.0%,50.0%,10.0%,20
"WHITERIVER INDIAN HOSPITAL, 400 WEST APACHE, WHITERIVER, AZ, 85941",WHITERIVER,AZ,Existing,Choice,69,70.0%,20.0%,10.0%,0
"WHITESBURG ARH HOSPITAL, 240 HOSPITAL ROAD, WHITESBURG, KY, 41858",WHITESBURG,KY,Existing,Choice,510,50.0%,40.0%,10.0%,5
"WILKES REGIONAL MEDICAL CENTER, 1370 WEST D STREET, NORTH WILKESBORO, NC, 28659",NORTH WILKESBORO,NC,Existing,Choice,284,25.0%,70.0%,5.0%,10
"WILSON MEDICAL CENTER, 1705 TARBORO STREET S W, WILSON, NC, 27893",WILSON,NC,Existing,Choice,738,30.0%,28.0%,42.0%,0
"WILSON N JONES REGIONAL HOSPITAL, 500 N HIGHLAND AVE, SHERMAN, TX, 75092",SHERMAN,TX,Lost,Choice,0,,,,0
"WINNER REG HLTHCARE CTR, 745 E EIGHTH ST, WINNER, SD, 57580",WINNER,SD,Existing,Choice,249,65.0%,35.0%,0.0%,5
"WINTER HAVEN HOSPITAL, 200 AVENUE F NORTHEAST, WINTER HAVEN, FL, 33881",WINTER HAVEN,FL,Existing,Choice,0,50.0%,16.0%,34.0%,0
"WITHAM MEMORIAL HOSPITAL, 2605 NORTH LEBANON STREET, LEBANON, IN, 46052",LEBANON,IN,Existing,Choice,411,70.0%,20.0%,10.0%,8
"WM BEAUMONT ARMY MED CTR, 5005 NORTH PIEDRAS ST, EL PASO, TX, 79920",EL PASO,TX,Existing,Choice,1011,65.0%,2.0%,33.0%,0
"WOMACK ARMY MEDICAL CENTER, ROCK MERRITT AVE BLDG 4 2817, FORT LIBERTY, NC, 28310",FORT LIBERTY,NC,Existing,Choice,2409,50.0%,25.0%,25.0%,204
"WOMANS HOSPITAL, 100 WOMANS WAY, BATON ROUGE, LA, 70817",BATON ROUGE,LA,Existing,Choice,8580,35.0%,45.0%,20.0%,1185
"WRANGELL MEDICAL CENTER, 310 BENNET STREET, WRANGELL, AK, 99929",WRANGELL,AK,Existing,Choice,30,0.0%,,,0
"WRIGHT MEMORIAL HOSPITAL, 191 IOWA BLVD, TRENTON, MO, 64683",TRENTON,MO,Existing,Choice,0,,,,0
"WYANDOT MEMORIAL HOSPITAL, 885 NORTH SANDUSKY AVENUE, UPPER SANDUSKY, OH, 43351",UPPER SANDUSKY,OH,Existing,Choice,0,80.0%,10.0%,10.0%,0
"YORK HOSPITAL, 15 HOSPITAL DRIVE, YORK, ME, 03909",YORK,ME,Existing,Choice,299,90.0%,10.0%,0.0%,0
"ZUNI COMMUNITY HEALTH CENTER, ROUTE 301 NORTH 21 B AVENUE, ZUNI, NM, 87327",ZUNI,NM,Existing,Choice,50,75.0%,15.0%,10.0%,0
"A O FOX MEMORIAL HOSPITAL, ONE NORTON AVENUE, ONEONTA, NY, 13820",ONEONTA,NY,Existing,Abbott Exclusive,0,,,,0
"ABBEVILLE GEN HOSPITAL, 118 N HOSPITAL DR, ABBEVILLE, LA, 70510",ABBEVILLE,LA,Existing,Abbott Exclusive,189,14.0%,75.0%,11.0%,0
"ABBOTT-NORTHWESTERN HOSP, 800 EAST 28TH ST, MINNEAPOLIS, MN, 55407",MINNEAPOLIS,MN,Existing,Abbott Exclusive,4000,80.0%,10.0%,10.0%,0
"ABRAZO CENTRAL CAMPUS, 2000 WEST BETHANY HOME ROAD, PHOENIX, AZ, 85015",PHOENIX,AZ,Existing,Abbott Exclusive,0,0.0%,0.0%,100.0%,0
"ABRAZO SCOTTSDALE CAMPUS, 3929 EAST BELL ROAD, PHOENIX, AZ, 85032",PHOENIX,AZ,Existing,Abbott Exclusive,0,0.0%,0.0%,100.0%,0
"ADVENTHEALTH ALTAMONTE SPRINGS, 601 EAST ALTAMONTE DRIVE, ALTAMONTE SPRINGS, FL, 32701",ALTAMONTE SPRINGS,FL,Lost,Abbott Exclusive,1997,60.0%,14.0%,26.0%,3
"ADVENTHEALTH AVISTA HOSPITAL, 100 HEALTH PARK DR, LOUISVILLE, CO, 80027",LOUISVILLE,CO,Existing,Abbott Exclusive,2146,70.0%,6.0%,24.0%,205
"ADVENTHEALTH CASTLE ROCK HOSP, 2350 MEADOWS PARKWAY, CASTLE ROCK, CO, 80109",CASTLE ROCK,CO,Existing,Abbott Exclusive,1100,67.0%,4.0%,29.0%,87
"ADVENTHEALTH CENTRAL TEXAS, 2201 SOUTH CLEAR CREEK ROAD, KILLEEN, TX, 76549",KILLEEN,TX,Existing,Abbott Exclusive,2015,30.0%,70.0%,0.0%,15
"ADVENTHEALTH GORDON, 1035 RED BUD ROAD, CALHOUN, GA, 30701",CALHOUN,GA,Existing,Abbott Exclusive,575,45.0%,25.0%,30.0%,0
"ADVENTHEALTH HEART OF FLORIDA, 40100 U S HIGHWAY 27, DAVENPORT, FL, 33837",DAVENPORT,FL,Existing,Abbott Exclusive,800,50.0%,23.0%,27.0%,10
"ADVENTHEALTH LITTLETON HOSP, 7700 S BROADWAY, LITTLETON, CO, 80122",LITTLETON,CO,Existing,Abbott Exclusive,1705,65.0%,4.0%,31.0%,103
"ADVENTHEALTH MANCHESTER, 210 MARIE LANGDON DRIVE, MANCHESTER, KY, 40962",MANCHESTER,KY,Existing,Abbott Exclusive,186,25.0%,25.0%,50.0%,0
"ADVENTHEALTH OCALA, 1500 S W 1ST AVENUE, OCALA, FL, 34471",OCALA,FL,Existing,Abbott Exclusive,2896,52.0%,14.0%,34.0%,241
"ADVENTHEALTH ORLANDO, 601 EAST ROLLINS STREET, ORLANDO, FL, 32803",ORLANDO,FL,Lost,Abbott Exclusive,5201,52.0%,15.0%,33.0%,905
"ADVENTHEALTH PARKER HOSP, 9395 CROWN CREST BLVD, PARKER, CO, 80138",PARKER,CO,Existing,Abbott Exclusive,1270,64.0%,7.0%,29.0%,93
"ADVENTHEALTH RIVERVIEW, 9330 US HIGHWAY 301 S, RIVERVIEW, FL, 33578",RIVERVIEW,FL,Existing,Abbott Exclusive,0,,,,0
"ADVENTHEALTH SEBRING, 4200 SUN N LAKE BLVD, SEBRING, FL, 33872",SEBRING,FL,Existing,Abbott Exclusive,1082,65.0%,5.0%,30.0%,10
"ADVENTHEALTH SHAWNEE MISSION, 9100 WEST 74TH STREET, SHAWNEE MISSION, KS, 66204",SHAWNEE MISSION,KS,Existing,Abbott Exclusive,5655,70.0%,15.0%,15.0%,435
"ADVENTHEALTH SOUTH OVERLAND PARK, 7820 WEST 165TH STREET, OVERLAND PARK, KS, 66223",OVERLAND PARK,KS,Existing,Abbott Exclusive,497,75.0%,15.0%,10.0%,20
"ADVENTHEALTH TAMPA, 3100 EAST FLETCHER AVENUE, TAMPA, FL, 33613",TAMPA,FL,Lost,Abbott Exclusive,2641,48.0%,13.0%,39.0%,235
"ADVENTHEALTH WINTER PARK, 200 NORTH LAKEMONT AVENUE, WINTER PARK, FL, 32792",WINTER PARK,FL,Lost,Abbott Exclusive,3189,66.0%,15.0%,19.0%,319
"ADVENTHEALTH ZEPHYRHILLS, 7050 GALL BLVD, ZEPHYRHILLS, FL, 33541",ZEPHYRHILLS,FL,Existing,Abbott Exclusive,650,35.0%,20.0%,45.0%,5
"ADVENTIST BOLINGBROOK HOSPITAL, 500 REMINGTON BLVD, BOLINGBROOK, IL, 60440",BOLINGBROOK,IL,Existing,Abbott Exclusive,715,40.0%,30.0%,30.0%,15
"ADVENTIST COLUMBIA GORGE HOSP, 1700 EAST 19TH ST, THE DALLES, OR, 97058",THE DALLES,OR,Existing,Abbott Exclusive,330,88.0%,7.0%,5.0%,5
"ADVENTIST HEALTH CLEAR LAKE, 15630 18TH AVENUE, CLEARLAKE, CA, 95422",CLEARLAKE,CA,Existing,Abbott Exclusive,211,80.0%,10.0%,10.0%,10
